GRUPO TAXONOMICO;METODO FAUNA;CAMPANHA;MODULO;TRANSECTO;PARCELA;DATA;PERIODO SAZONAL;HORARIO;FILO;CLASSE;ORDEM;FAMILIA;SUBFAMILIA;NOME CIENTIFICO;SUBESPECIE;SENSIBILIDADE;ENDEMISMO;BIOINDICADOR;STATUS DO REGISTRO;RECAPTURA OU RECUPERACAO;SEXO;IDADE;MUDAS REMIGES (MM);MUDAS RECTRIZES  (MM);MUDAS CONTORNO  (MM);PLACA DE INCUBACAO;COMPRIMENTO ASA (MM);COMPRIMENTO CAUDA (MM);COMPRIMENTO CULMEN  (MM);COMPRIMENTO TARSO  (MM);PESO 1 (G);PESO 2  (G);PESO  (G);COR IRIS;COR BICO;COR TARSO;COMPRIMENTO TOTAL (M);;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;23/02/2017;ENCHENTE;07:00:00;CHORDATA;AVES;PASSERIFORMES;TURDIDAE;NA;TURDUS ALBICOLLIS;PHAEOPYGUS;M;NA;NA;RECAPTURA;SIM;INDETERMINADO;ADULTO;N;N;N;0;102;83;18;30;75;21;54;CASTANHO;MARROM;CINZA;200;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;23/02/2017;ENCHENTE;07:00:00;CHORDATA;AVES;PASSERIFORMES;TURDIDAE;NA;TURDUS FUMIGATUS;FUMIGATUS;M;NA;1;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;103;90.5;23;3;86;21;65;CASTANHO;MARROM;MARROM;215;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;23/02/2017;ENCHENTE;08:00:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;PHLEGOPSIS NIGROMACULATA;BOWMANI;M;1;1;ANILHADO;NAO;INDETERMINADO;SUB-ADULTO;N;N;N;1;80;62;21.3;33;64;19;45;CASTANHO;PRETO;PRETO;164;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;23/02/2017;ENCHENTE;08:00:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROCINCLA FULIGINOSA;NI;A;1;1;RECAPTURA;SIM;INDETERMINADO;ADULTO;N;N;N;0;100;95;30.5;25;63;23;40;VERDE;MARROM;CINZA;210;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;23/02/2017;ENCHENTE;08:00:00;CHORDATA;AVES;PASSERIFORMES;FORMICARIIDAE;NA;FORMICARIUS ANALIS;PARAENSIS;M;1;1;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;2;82;52;21;30;75;28;47;MARROM;PRETO;MARROM;169;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;23/02/2017;ENCHENTE;08:00:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;PHLEGOPSIS NIGROMACULATA;BOWMANI;M;1;1;ANILHADO;NAO;INDETERMINADO;ADULTO;P10;N;N;4;85;64.5;22;32;73;24;49;CASTANHO;PRETO;PRETO;170;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;23/02/2017;ENCHENTE;08:00:00;CHORDATA;AVES;PASSERIFORMES;RHYNCHOCYCLIDAE;NA;TOLMOMYIAS SULPHURESCENS;NI;M;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;2;58;49.5;11;18;34;20;14;MARROM;PRETO/BEGE;CINZA;129;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;23/02/2017;ENCHENTE;08:00:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;GLYPHORYNCHUS SPIRURUS;NI;M;NA;NA;RECAPTURA;SIM;INDETERMINADO;ADULTO;N;N;N;0;71;69;14;16;35;19;16;CASTANHO;MARROM;MARROM;159;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;23/02/2017;ENCHENTE;08:00:00;CHORDATA;AVES;PASSERIFORMES;PLATYRINCHIDAE;NA;PLATYRINCHUS CORONATUS;CORONITUS;A;1;1;RECAPTURA;SIM;INDETERMINADO;ADULTO;N;N;N;0;56;27;12;14;46;38;8;CASTANHO;PRETO/BEGE;CINZA;91;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;23/02/2017;ENCHENTE;12:00:00;CHORDATA;AVES;PASSERIFORMES;PLATYRINCHIDAE;NA;PLATYRINCHUS CORONATUS;CORONITUS;A;1;1;RECAPTURA;SIM;INDETERMINADO;ADULTO;N;N;N;0;54.2;25.3;11.3;12.4;36;29;7;CASTANHO;PRETO/CINZA;CINZA;90.5;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;23/02/2017;ENCHENTE;12:00:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;RECAPTURA;SIM;FEMEA;ADULTO;P7;8;9;N;VENTRE;1;55.3;25.5;12.9;13.1;39;25;14;CASTANHO;CINZA;CINZA;110;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;23/02/2017;ENCHENTE;12:00:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;GLAUCIS HIRSUTUS;HIRSUTUS;B;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;N;N;N;1;54.8;35.5;31.6;4.2;24;17;7;PRETO;PRETO/AMARELO;ROSA;112.9;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;23/02/2017;ENCHENTE;12:00:00;CHORDATA;AVES;PASSERIFORMES;RHYNCHOCYCLIDAE;NA;TOLMOMYIAS SULPHURESCENS;NI;M;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;5;61;53;13;18;35;23;12;CINZA;PRETO/BEGE;CINZA;123;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;23/02/2017;ENCHENTE;12:00:00;CHORDATA;AVES;PASSERIFORMES;FURNARIIDAE;NA;AUTOMOLUS OCHROLAEMUS;NI;M;1;1;RECAPTURA;SIM;INDETERMINADO;ADULTO;N;N;VENTRE;1;82.5;74.4;20.1;19.3;56;25;31;CASTANHO;PRETO/CINZA;CINZA;180;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;23/02/2017;ENCHENTE;12:00:00;CHORDATA;AVES;PASSERIFORMES;SCLERURIDAE;NA;SCLERURUS CAUDACUTUS;NI;A;NA;1;RECAPTURA;SIM;INDETERMINADO;ADULTO;N;N;N;4;85;64;23;21;64;27;37;CASTANHO;PRETO/BEGE;MARROM;174;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;23/02/2017;ENCHENTE;12:00:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;PHLEGOPSIS NIGROMACULATA;BOWMANI;M;1;1;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;2;87.3;59.5;19.4;28.5;72;29;43;CASTANHO;PRETO;PRETO;183;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;23/02/2017;ENCHENTE;12:00:00;CHORDATA;AVES;PASSERIFORMES;FORMICARIIDAE;NA;FORMICARIUS ANALIS;PARAENSIS;M;1;1;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;1;80;47;20.5;32;70;23;47;CASTANHO;PRETO;MARROM;160.8;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;24/02/2017;ENCHENTE;07:00:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;PHLEGOPSIS NIGROMACULATA;BOWMANI;M;1;1;ANILHADO;NAO;INDETERMINADO;JOVEM;N;N;N;0;72;54;20.1;30;55;13;42;CASTANHO;PRETO;PRETO;163;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;24/02/2017;ENCHENTE;07:00:00;CHORDATA;AVES;PASSERIFORMES;RHYNCHOCYCLIDAE;NA;MIONECTES OLEAGINEUS;OLEAGINEUS;M;1;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;51;41.1;11;15;22;13;9;CASTANHO;PRETO/LARANJA;CINZA;110.9;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;24/02/2017;ENCHENTE;07:00:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;GLYPHORYNCHUS SPIRURUS;NI;M;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;62.2;64;13;16;37;24;13;CASTANHO;MARROM;MARROM;145;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;24/02/2017;ENCHENTE;07:00:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;N;N;N;0;62;32;10.5;15.4;33;19;14;BRANCO;MARROM;MARROM;110.3;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;24/02/2017;ENCHENTE;07:00:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;HYLOPHYLAX NAEVIUS;OCHRACEUS;A;1;NA;ANILHADO;NAO;FEMEA;ADULTO;N;N;N;1;61.4;33;17.4;20;37;19;18;CINZA;PRETO;BEGE;110.8;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;24/02/2017;ENCHENTE;07:00:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;HELIODOXA AURESCENS;NI;M;1;1;SOLTO S/ ANILHA;NA;FEMEA;ADULTO;N;N;N;0;51.8;33;25;5.5;32;28;4;CASTANHO;PRETO;MARROM;94;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;24/02/2017;ENCHENTE;07:00:00;CHORDATA;AVES;PASSERIFORMES;SCLERURIDAE;NA;SCLERURUS CAUDACUTUS;NI;A;NA;1;RECAPTURA;SIM;INDETERMINADO;ADULTO;N;N;N;3;87.5;71.5;24;22.1;56;20;36;CASTANHO;MARROM/BEGE;MARROM;182;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;24/02/2017;ENCHENTE;09:00:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;RECAPTURA;SIM;FEMEA;ADULTO;N;N;N;4;59;27;12;16.5;34;20.5;13.5;CINZA;ROXO;ROXO;105.2;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;24/02/2017;ENCHENTE;09:00:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;GLYPHORYNCHUS SPIRURUS;NI;M;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;P7;C1;N;N;0;65;63;12.5;17;39;22;17;CASTANHO;MARROM;MARROM;153;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;24/02/2017;ENCHENTE;09:00:00;CHORDATA;AVES;PASSERIFORMES;FURNARIIDAE;NA;AUTOMOLUS PARAENSIS;NI;A;1;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;85.1;NA;20.4;23.5;57;23;34;ROSEO;CASTANHO/BEGE;BEGE;137;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;24/02/2017;ENCHENTE;09:00:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROCINCLA MERULA;RUFOOLIVACEA;A;1;1;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;91;81;25.3;23.1;63;51;12;CINZA;PRETO;CINZA;195;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;24/02/2017;ENCHENTE;11:00:00;CHORDATA;AVES;GALBULIFORMES;BUCCONIDAE;NA;MONASA MORPHOEUS;RIKERI;A;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;P1;8;N;N;0;126.3;120;38.4;16;97;28;69;CASTANHO;VERMELHO;CINZA;276;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;24/02/2017;ENCHENTE;11:00:00;CHORDATA;AVES;GALBULIFORMES;BUCCONIDAE;NA;MONASA MORPHOEUS;RIKERI;A;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;1;113;111.2;32.2;18.3;97;29;68;CASTANHO;VERMELHO;CINZA;258;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;24/02/2017;ENCHENTE;11:00:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;XIPHORHYNCHUS GUTTATOIDES;NI;B;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;114;110;44;24.6;86;30;56;CASTANHO;PRETO/CINZA;CINZA;271;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;24/02/2017;ENCHENTE;11:00:00;CHORDATA;AVES;GALBULIFORMES;BUCCONIDAE;NA;MONASA MORPHOEUS;RIKERI;A;NA;NA;ANILHADO;NAO;INDETERMINADO;SUB-ADULTO;N;N;N;0;111.9;115;41;16.6;97;28;69;CASTANHO;LARANJA/PRETO;PRETO;253;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;1;24/02/2017;ENCHENTE;12:00:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROCINCLA MERULA;RUFOOLIVACEA;A;1;1;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;97;77;27;20;73;25;48;CASTANHO;PRETO;CINZA;221;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;24/02/2017;ENCHENTE;07:30:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;GLAUCIS HIRSUTUS;HIRSUTUS;B;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;N;N;N;0;59.5;34.6;32;4.1;29;23;6;CASTANHO;PRETO/AMARELO;ROSA;123;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;24/02/2017;ENCHENTE;07:30:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;GLAUCIS HIRSUTUS;HIRSUTUS;B;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;P2;3;4;N;N;0;53;24.5;33.1;4;NC;NC;NC;CASTANHO;PRETO/AMARELO;ROSA;114;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;24/02/2017;ENCHENTE;07:30:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;SPOROPHILA ANGOLENSIS;NI;B;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;N;N;N;0;59;45.4;14.1;14.2;32;18;14;CASTANHO;PRETO;CINZA;131;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;24/02/2017;ENCHENTE;07:30:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;MYRMOBORUS LEUCOPHRYS;NI;M;1;1;ANILHADO;NAO;MACHO;ADULTO;"P5;C1,5";N;N;1;53;37;23;23.7;49;19;30;CASTANHO;PRETO;CINZA;152;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;24/02/2017;ENCHENTE;07:30:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;CERCOMACROIDES NIGRESCENS;OCHROGYNI;M;1;1;RECUPERA?AO;SIM;FEMEA;ADULTO;NC;N;N;NC;NC;NC;NC;NC;41;22;19;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;24/02/2017;ENCHENTE;07:30:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;CERCOMACROIDES NIGRESCENS;OCHROGYNI;M;1;1;ANILHADO;NAO;MACHO;SUB-ADULTO;N;REPOSICAO;N;1;64;54;21;21.4;42;21;21;CINZA;PRETO;CINZA;166;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;24/02/2017;ENCHENTE;07:30:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;CERCOMACROIDES NIGRESCENS;OCHROGYNI;M;1;1;ANILHADO;NAO;FEMEA;ADULTO;P5;C1;N;N;3;59.5;48.6;19.2;23.1;36;18;18;CINZA;PRETO;CINZA;146;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;24/02/2017;ENCHENTE;07:30:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;GLYPHORYNCHUS SPIRURUS;NI;M;NA;NA;RECAPTURA;SIM;INDETERMINADO;ADULTO;N;N;N;3;63;57;13.4;14.7;30;14;16;CASTANHO;MARROM;CINZA;149;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;24/02/2017;ENCHENTE;07:30:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;CERCOMACROIDES NIGRESCENS;OCHROGYNI;M;1;1;ANILHADO;NAO;MACHO;ADULTO;N;N;CAUDA;ASA;3;64.1;55;18;21.2;44;23;21;CINZA;PRETO;CINZA;176;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;24/02/2017;ENCHENTE;07:30:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;CERCOMACROIDES NIGRESCENS;OCHROGYNI;M;1;1;ANILHADO;NAO;FEMEA;ADULTO;N;REPOSICAO;N;3;62.4;53;18.4;21.3;38;19;19;CINZA;PRETO;CINZA;156;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;24/02/2017;ENCHENTE;07:30:00;CHORDATA;AVES;PASSERIFORMES;CARDINALIDAE;NA;CYANOLOXIA ROTHSCHILDII;ROHTSCHILDII;M;1;NA;RECAPTURA;SIM;FEMEA;ADULTO;N;N;N;4;73.6;57.7;18.7;16.1;38;14;24;CASTANHO;PRETO;MARROM;167;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;24/02/2017;ENCHENTE;07:30:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;CERCOMACROIDES NIGRESCENS;OCHROGYNI;M;1;1;ANILHADO;NAO;MACHO;ADULTO;N;N;N;1;66.5;49.4;21.8;21;37;19;18;CINZA;PRETO;CINZA;158;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;24/02/2017;ENCHENTE;09:30:00;CHORDATA;AVES;PASSERIFORMES;CARDINALIDAE;NA;CYANOLOXIA ROTHSCHILDII;ROHTSCHILDII;M;1;NA;RECUPERA?AO;SIM;FEMEA;ADULTO;NC;N;N;NC;NC;NC;NC;NC;44;19;25;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;24/02/2017;ENCHENTE;09:30:00;CHORDATA;AVES;GALBULIFORMES;BUCCONIDAE;NA;NONNULA RUFICAPILLA;RUFICAPILLA;M;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;1;59;49.5;22;14.1;32;14;18;CASTANHO;PRETO/AMARELO;CINZA;154;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;24/02/2017;ENCHENTE;09:30:00;CHORDATA;AVES;GALBULIFORMES;BUCCONIDAE;NA;NONNULA RUFICAPILLA;RUFICAPILLA;M;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;56.3;47.1;26.6;12.4;35;18;17;CASTANHO;PRETO/AMARELO;CINZA;158;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;24/02/2017;ENCHENTE;09:30:00;CHORDATA;AVES;CUCULIFORMES;CUCULIDAE;NA;COCCYCUA MINUTA;NI;B;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;"P7;C2,3,4";N;N;4;103.1;165;24;16;61;24;37;VERMELHO;AMARELO;CINZA;275;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;24/02/2017;ENCHENTE;09:30:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;N;N;N;1;61.5;23;12.7;11.6;37;23;14;CASTANHO;PRETO/ROSA;CINZA;110.9;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;24/02/2017;ENCHENTE;09:30:00;CHORDATA;AVES;PASSERIFORMES;FURNARIIDAE;NA;SYNALLAXIS GUJANENSIS;GUJANENSIS;B;1;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;60;70;15.8;22.5;37;19;18;CASTANHO;PRETO;CINZA;170;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;24/02/2017;ENCHENTE;10:30:00;CHORDATA;AVES;PASSERIFORMES;TROGLODYTIDAE;NA;CANTORCHILUS LEUCOTIS;RUFIVENTRIS;B;NA;NA;RECUPERA?AO;SIM;INDETERMINADO;ADULTO;NC;N;N;NC;NC;NC;NC;NC;41;23;18;NC;NC;CINZA;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;11;5;1;2;24/02/2017;ENCHENTE;10:30:00;CHORDATA;AVES;PASSERIFORMES;GRALLARIIDAE;NA;MYRMOTHERA BERLEPSCHI;NI;M;1;1;RECAPTURA;SIM;INDETERMINADO;ADULTO;N;N;N;1;77.5;30.1;20.5;39;65;20;45;CASTANHO;MARROM/BEGE;LARANJA;130.5;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;12;5;1;1;05/09/2017;SECA;08:10:00;CHORDATA;AVES;PASSERIFORMES;SCLERURIDAE;NA;SCLERURUS MACCONNELLI;NI;A;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;76;60;15;19;45;21;24;VERMELHO;MARROM;MARROM;127;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;12;5;1;1;05/09/2017;SECA;08:10:00;CHORDATA;AVES;PASSERIFORMES;PASSERELLIDAE;NA;ARREMON TACITURNUS;TACITURNUS;M;NA;NA;SOLTO S/ ANILHA;NA;MACHO;ADULTO;N;N;N;0;71;67;10;24;48;22;26;VERMELHO;PRETO;CINZA;140;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;12;5;1;1;05/09/2017;SECA;08:10:00;CHORDATA;AVES;PASSERIFORMES;FURNARIIDAE;NA;AUTOMOLUS OCHROLAEMUS;NI;M;1;1;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;86;83;15;21;67;23;44;VERMELHO;AMARELO;MARROM;156;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;12;5;1;1;05/09/2017;SECA;08:10:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;PHAETHORNIS SUPERCILIOSUS;MUELLERI;A;1;1;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;N;N;N;2;59;66;28;20;44;39;5;VERMELHO;PRETO/VERMELHO;MARROM;125;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;12;5;1;1;05/09/2017;SECA;09:10:00;CHORDATA;AVES;PASSERIFORMES;CARDINALIDAE;NA;CYANOLOXIA ROTHSCHILDII;ROHTSCHILDII;M;1;NA;ANILHADO;NAO;MACHO;ADULTO;N;N;N;0;76;68;14;16;51;26;25;VERMELHO;PRETO;MARROM;152;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;12;5;1;1;05/09/2017;SECA;09:10:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;GLYPHORYNCHUS SPIRURUS;NI;M;NA;NA;RECAPTURA;SIM;INDETERMINADO;ADULTO;N;N;N;0;69;65;11;15;43;28;15;VERMELHO;MARROM;MARROM;141;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;12;5;1;1;05/09/2017;SECA;10:10:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;THAMNOPHILUS SCHISTACEUS;SCHISTACEUS;A;1;1;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;59;54;10;16;60;39;21;MARROM;CINZA;CINZA;125;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;12;5;1;1;05/09/2017;SECA;10:10:00;CHORDATA;AVES;PASSERIFORMES;RHYNCHOCYCLIDAE;NA;TOLMOMYIAS SULPHURESCENS;NI;M;NA;NA;RECAPTURA;SIM;INDETERMINADO;ADULTO;N;N;N;3;58;52;8;15;38;23;15;VERMELHO;PRETO/BRANCO;CINZA;125;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;12;5;1;1;05/09/2017;SECA;11:30:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;XIPHORHYNCHUS OBSOLETUS;NI;M;1;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;97;90;22;18;51;21;30;CINZA;CINZA;MARROM;187;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;12;5;1;1;05/09/2017;SECA;11:30:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;THAMNOMANES CAESIUS;HOFFMANNSI;A;NA;1;SOLTO S/ ANILHA;NA;MACHO;ADULTO;N;N;N;3;66;71;10;16;41;23;18;VERMELHO;PRETO;PRETO;138;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;12;5;1;1;05/09/2017;SECA;11:30:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;XIPHORHYNCHUS OBSOLETUS;NI;M;1;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;N;N;0;96;87;19;18;57;27;30;MARROM;MARROM;CINZA;180;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;12;5;1;1;06/09/2017;SECA;08:20:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROCINCLA FULIGINOSA;NI;A;1;1;RECAPTURA;SIM;INDETERMINADO;ADULTO;N;1? E 2?;N;3;107;105;22;21;60;21;39;VERMELHO;MARROM;MARROM;222;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;12;5;1;1;06/09/2017;SECA;08:20:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;SOLTO S/ ANILHA;NA;FEMEA;ADULTO;N;N;N;0;60;35;7;13;42;28;14;VERMELHO;MARROM;MARROM;102;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;12;5;1;1;06/09/2017;SECA;08:20:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;SOLTO S/ ANILHA;NA;FEMEA;ADULTO;N;N;N;0;63;32;8;14;56;39;17;VERMELHO;MARROM;MARROM;100;;;;;;
