SITE;MUNICIPALITY;STATE;LAT_Y_POINT;LONG_X_POINT;LAND_USE_surrounding_100m;COL_END_YR;ORDER;FAMILY;GENUS;SPECIES;OCCUR;NUMBER_OF_RECORDS
HYH14;Paragominas;PA;-3.29954;-47.76735;Pasture;2017;Gymnotiformes; Rhamphichthyidae;Gymnorhamphichthys;Gymnorhamphichthys?rondoni;1;11
HYI-10;Paragominas;PA;-3.25814;-47.76078;Minning;2017;Gymnotiformes; Rhamphichthyidae;Gymnorhamphichthys;Gymnorhamphichthys?rondoni;1;10
HYI06-1;Paragominas;PA;-3.22519;-47.75233;Forest;2017;Gymnotiformes; Rhamphichthyidae;Gymnorhamphichthys;Gymnorhamphichthys?rondoni;1;3
HYI09;Paragominas;PA;-3.24875;-47.72015;Minning;2017;Gymnotiformes; Rhamphichthyidae;Gymnorhamphichthys;Gymnorhamphichthys?rondoni;1;2
HYL16;Paragominas;PA;-3.32948;-47.72747;Forest;2017;Gymnotiformes; Rhamphichthyidae;Gymnorhamphichthys;Gymnorhamphichthys?rondoni;1;86
HYO05;Paragominas;PA;-3.20925;-47.67822;Pasture;2017;Gymnotiformes; Rhamphichthyidae;Gymnorhamphichthys;Gymnorhamphichthys?rondoni;1;3
HYP13;Paragominas;PA;-3.28298;-47.66307;Eucalyptus;2017;Gymnotiformes; Rhamphichthyidae;Gymnorhamphichthys;Gymnorhamphichthys?rondoni;1;30
HYP13-1;Paragominas;PA;-3.29055;-47.66903;Eucalyptus;2017;Gymnotiformes; Rhamphichthyidae;Gymnorhamphichthys;Gymnorhamphichthys?rondoni;1;12
HYP15;Paragominas;PA;-3.30486;-47.66311;Eucalyptus;2017;Gymnotiformes; Rhamphichthyidae;Gymnorhamphichthys;Gymnorhamphichthys?rondoni;1;16
HYQ03;Paragominas;PA;-3.17011;-47.70055;Eucalyptus;2017;Gymnotiformes; Rhamphichthyidae;Gymnorhamphichthys;Gymnorhamphichthys?rondoni;1;1
HYS-12;Paragominas;PA;-3.27841;-47.62288;Pasture;2017;Gymnotiformes; Rhamphichthyidae;Gymnorhamphichthys;Gymnorhamphichthys?rondoni;1;4
HYP15;Paragominas;PA;-3.30486;-47.66311;Eucalyptus;2017;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus anguillaris;1;1
HYG04;Paragominas;PA;-3.20686;-47.78167;Pasture;2017;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus carapo;1;1
HYH14;Paragominas;PA;-3.29954;-47.76735;Pasture;2017;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus carapo;1;1
HYP13;Paragominas;PA;-3.28298;-47.66307;Eucalyptus;2017;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus carapo;1;1
HYS-12;Paragominas;PA;-3.27841;-47.62288;Pasture;2017;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus carapo;1;8
HYA10;Paragominas;PA;-3.25814;-47.76078;Pasture;2017;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus coropinae;1;2
HYH09;Paragominas;PA;-3.25358;-47.77569;Minning;2017;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus coropinae;1;1
HYH12;Paragominas;PA;-3.27678;-47.76617;Forest;2017;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus coropinae;1;2
HYH14;Paragominas;PA;-3.29954;-47.76735;Pasture;2017;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus coropinae;1;2
HYI-10;Paragominas;PA;-3.25814;-47.76078;Minning;2017;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus coropinae;1;6
HYJO4;Paragominas;PA;-3.20439;-47.74658;Pasture;2017;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus coropinae;1;17
HYL16;Paragominas;PA;-3.32948;-47.72747;Forest;2017;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus coropinae;1;51
HYO05;Paragominas;PA;-3.20925;-47.67822;Pasture;2017;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus coropinae;1;1
HYP13;Paragominas;PA;-3.28298;-47.66307;Eucalyptus;2017;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus coropinae;1;9
HYP13-1;Paragominas;PA;-3.29055;-47.66903;Eucalyptus;2017;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus coropinae;1;3
HYS-12;Paragominas;PA;-3.27841;-47.62288;Pasture;2017;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus coropinae;1;2
HYJO4;Paragominas;PA;-3.20439;-47.74658;Pasture;2017;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus sp. (juvenil);1;5
HYO05;Paragominas;PA;-3.20925;-47.67822;Pasture;2017;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus sp. (juvenil);1;11
HYP13;Paragominas;PA;-3.28298;-47.66307;Eucalyptus;2017;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus sp. (juvenil);1;2
HYS-12;Paragominas;PA;-3.27841;-47.62288;Pasture;2017;Gymnotiformes;Gymnotidae;Gymnotus;Gymnotus sp. (juvenil);1;1
HYA10;Paragominas;PA;-3.25814;-47.76078;Pasture;2017;Siluriformes;Cetopsidae;Helogenes;Helogenes marmoratus;1;1
HYG04;Paragominas;PA;-3.20686;-47.78167;Pasture;2017;Siluriformes;Cetopsidae;Helogenes;Helogenes marmoratus;1;1
HYH12;Paragominas;PA;-3.27678;-47.76617;Forest;2017;Siluriformes;Cetopsidae;Helogenes;Helogenes marmoratus;1;5
HYH14;Paragominas;PA;-3.29954;-47.76735;Pasture;2017;Siluriformes;Cetopsidae;Helogenes;Helogenes marmoratus;1;2
HYI-10;Paragominas;PA;-3.25814;-47.76078;Minning;2017;Siluriformes;Cetopsidae;Helogenes;Helogenes marmoratus;1;11
HYI09;Paragominas;PA;-3.24875;-47.72015;Minning;2017;Siluriformes;Cetopsidae;Helogenes;Helogenes marmoratus;1;6
HYJO4;Paragominas;PA;-3.20439;-47.74658;Pasture;2017;Siluriformes;Cetopsidae;Helogenes;Helogenes marmoratus;1;16
HYO05;Paragominas;PA;-3.20925;-47.67822;Pasture;2017;Siluriformes;Cetopsidae;Helogenes;Helogenes marmoratus;1;7
HYP13;Paragominas;PA;-3.28298;-47.66307;Eucalyptus;2017;Siluriformes;Cetopsidae;Helogenes;Helogenes marmoratus;1;4
HYP13-1;Paragominas;PA;-3.29055;-47.66903;Eucalyptus;2017;Siluriformes;Cetopsidae;Helogenes;Helogenes marmoratus;1;4
HYP15;Paragominas;PA;-3.30486;-47.66311;Eucalyptus;2017;Siluriformes;Cetopsidae;Helogenes;Helogenes marmoratus;1;13
HYS-12;Paragominas;PA;-3.27841;-47.62288;Pasture;2017;Siluriformes;Cetopsidae;Helogenes;Helogenes marmoratus;1;11
HYA10;Paragominas;PA;-3.25814;-47.76078;Pasture;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus bellottii ;1;2
HYG04;Paragominas;PA;-3.20686;-47.78167;Pasture;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus bellottii ;1;1
HYH09;Paragominas;PA;-3.25358;-47.77569;Minning;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus bellottii ;1;3
HYH12;Paragominas;PA;-3.27678;-47.76617;Forest;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus bellottii ;1;13
HYI-10;Paragominas;PA;-3.25814;-47.76078;Minning;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus bellottii ;1;15
HYI06-1;Paragominas;PA;-3.22519;-47.75233;Forest;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus bellottii ;1;9
HYI09;Paragominas;PA;-3.24875;-47.72015;Minning;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus bellottii ;1;4
HYL09;Paragominas;PA;-3.24427;-47.75556;Minning;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus bellottii ;1;2
HYO05;Paragominas;PA;-3.20925;-47.67822;Pasture;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus bellottii ;1;25
HYP13;Paragominas;PA;-3.28298;-47.66307;Eucalyptus;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus bellottii ;1;7
HYP13-1;Paragominas;PA;-3.29055;-47.66903;Eucalyptus;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus bellottii ;1;6
HYP15;Paragominas;PA;-3.30486;-47.66311;Eucalyptus;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus bellottii ;1;12
HYS-12;Paragominas;PA;-3.27841;-47.62288;Pasture;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus bellottii ;1;12
HYH14;Paragominas;PA;-3.29954;-47.76735;Pasture;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus bellottii ;1;1
HYS-12;Paragominas;PA;-3.27841;-47.62288;Pasture;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus cf. belottii;1;1
HYH14;Paragominas;PA;-3.29954;-47.76735;Pasture;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus levis;1;6
HYI09;Paragominas;PA;-3.24875;-47.72015;Minning;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus levis;1;1
HYJO4;Paragominas;PA;-3.20439;-47.74658;Pasture;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus levis;1;1
HYA10;Paragominas;PA;-3.25814;-47.76078;Pasture;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus ocellifer;1;6
HYG04;Paragominas;PA;-3.20686;-47.78167;Pasture;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus ocellifer;1;34
HYH09;Paragominas;PA;-3.25358;-47.77569;Minning;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus ocellifer;1;2
HYH12;Paragominas;PA;-3.27678;-47.76617;Forest;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus ocellifer;1;1
HYI06-1;Paragominas;PA;-3.22519;-47.75233;Forest;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus ocellifer;1;4
HYI09;Paragominas;PA;-3.24875;-47.72015;Minning;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus ocellifer;1;1
HYJO4;Paragominas;PA;-3.20439;-47.74658;Pasture;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus ocellifer;1;8
HYL16;Paragominas;PA;-3.32948;-47.72747;Forest;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus ocellifer;1;17
HYO05;Paragominas;PA;-3.20925;-47.67822;Pasture;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus ocellifer;1;27
HYP13-1;Paragominas;PA;-3.29055;-47.66903;Eucalyptus;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus ocellifer;1;1
HYP15;Paragominas;PA;-3.30486;-47.66311;Eucalyptus;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus ocellifer;1;6
HYS-12;Paragominas;PA;-3.27841;-47.62288;Pasture;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus ocellifer;1;80
HYG04;Paragominas;PA;-3.20686;-47.78167;Pasture;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus rodwayi;1;33
HYI09;Paragominas;PA;-3.24875;-47.72015;Minning;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus rodwayi;1;19
HYO05;Paragominas;PA;-3.20925;-47.67822;Pasture;2017;Characiformes;Characidae;Hemigrammus;Hemigrammus rodwayi;1;2
HYL16;Paragominas;PA;-3.32948;-47.72747;Forest;2017;Characiformes;Erythrinidae;Hoplerythrinus;Hoplerythrinus unitaeniatus;1;14
HYG04;Paragominas;PA;-3.20686;-47.78167;Pasture;2017;Characiformes;Erythrinidae;Hoplias;Hoplias malabaricus;1;14
HYH09;Paragominas;PA;-3.25358;-47.77569;Minning;2017;Characiformes;Erythrinidae;Hoplias;Hoplias malabaricus;1;1
HYI09;Paragominas;PA;-3.24875;-47.72015;Minning;2017;Characiformes;Erythrinidae;Hoplias;Hoplias malabaricus;1;2
HYJO4;Paragominas;PA;-3.20439;-47.74658;Pasture;2017;Characiformes;Erythrinidae;Hoplias;Hoplias malabaricus;1;2
HYK-07;Paragominas;PA;-3.23358;-47.73786;Forest;2017;Characiformes;Erythrinidae;Hoplias;Hoplias malabaricus;1;2
HYO05;Paragominas;PA;-3.20925;-47.67822;Pasture;2017;Characiformes;Erythrinidae;Hoplias;Hoplias malabaricus;1;4
HYP13;Paragominas;PA;-3.28298;-47.66307;Eucalyptus;2017;Characiformes;Erythrinidae;Hoplias;Hoplias malabaricus;1;7
HYS-12;Paragominas;PA;-3.27841;-47.62288;Pasture;2017;Characiformes;Erythrinidae;Hoplias;Hoplias malabaricus;1;1
HYH14;Paragominas;PA;-3.29954;-47.76735;Pasture;2017;Characiformes;Erythrinidae;Hoplias;Hoplias malabaricus;1;3
HYA10;Paragominas;PA;-3.25814;-47.76078;Pasture;2017;Characiformes;Erythrinidae;Hoplias;Hoplias sp. (juvenil);1;4
HYH09;Paragominas;PA;-3.25358;-47.77569;Minning;2017;Characiformes;Erythrinidae;Hoplias;Hoplias sp. (juvenil);1;1
HYP13;Paragominas;PA;-3.28298;-47.66307;Eucalyptus;2017;Characiformes;Erythrinidae;Hoplias;Hoplias sp. (juvenil);1;1
HYP15;Paragominas;PA;-3.30486;-47.66311;Eucalyptus;2017;Characiformes;Erythrinidae;Hoplias;Hoplias sp. (juvenil);1;1
HYH14;Paragominas;PA;-3.29954;-47.76735;Pasture;2017;Characiformes;Erythrinidae;Hoplias;Hoplias sp. (juvenil);1;2
HYA10;Paragominas;PA;-3.25814;-47.76078;Pasture;2017;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon heterorhabdus;1;2
HYG04;Paragominas;PA;-3.20686;-47.78167;Pasture;2017;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon heterorhabdus;1;6
HYH09;Paragominas;PA;-3.25358;-47.77569;Minning;2017;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon heterorhabdus;1;5
HYH12;Paragominas;PA;-3.27678;-47.76617;Forest;2017;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon heterorhabdus;1;10
HYI-10;Paragominas;PA;-3.25814;-47.76078;Minning;2017;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon heterorhabdus;1;11
HYI09;Paragominas;PA;-3.24875;-47.72015;Minning;2017;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon heterorhabdus;1;3
HYJO4;Paragominas;PA;-3.20439;-47.74658;Pasture;2017;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon heterorhabdus;1;21
HYK-07;Paragominas;PA;-3.23358;-47.73786;Forest;2017;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon heterorhabdus;1;5
HYL09;Paragominas;PA;-3.24427;-47.75556;Minning;2017;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon heterorhabdus;1;1
HYL16;Paragominas;PA;-3.32948;-47.72747;Forest;2017;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon heterorhabdus;1;80
HYO05;Paragominas;PA;-3.20925;-47.67822;Pasture;2017;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon heterorhabdus;1;8
HYP13;Paragominas;PA;-3.28298;-47.66307;Eucalyptus;2017;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon heterorhabdus;1;20
HYP13-1;Paragominas;PA;-3.29055;-47.66903;Eucalyptus;2017;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon heterorhabdus;1;2
HYP15;Paragominas;PA;-3.30486;-47.66311;Eucalyptus;2017;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon heterorhabdus;1;7
HYQ03;Paragominas;PA;-3.17011;-47.70055;Eucalyptus;2017;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon heterorhabdus;1;22
HYS-12;Paragominas;PA;-3.27841;-47.62288;Pasture;2017;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon heterorhabdus;1;27
HYH14;Paragominas;PA;-3.29954;-47.76735;Pasture;2017;Characiformes;Characidae;Hyphessobrycon;Hyphessobrycon heterorhabdus;1;1
HYA10;Paragominas;PA;-3.25814;-47.76078;Pasture;2017;Gymnotiformes; Hypopomidae;Hypopygus;Hypopygus lepturus;1;1
HYH12;Paragominas;PA;-3.27678;-47.76617;Forest;2017;Gymnotiformes; Hypopomidae;Hypopygus;Hypopygus lepturus;1;2
HYI09;Paragominas;PA;-3.24875;-47.72015;Minning;2017;Gymnotiformes; Hypopomidae;Hypopygus;Hypopygus lepturus;1;1
HYJO4;Paragominas;PA;-3.20439;-47.74658;Pasture;2017;Gymnotiformes; Hypopomidae;Hypopygus;Hypopygus lepturus;1;9
HYL09;Paragominas;PA;-3.24427;-47.75556;Minning;2017;Gymnotiformes; Hypopomidae;Hypopygus;Hypopygus lepturus;1;1
HYL16;Paragominas;PA;-3.32948;-47.72747;Forest;2017;Gymnotiformes; Hypopomidae;Hypopygus;Hypopygus lepturus;1;2
HYP15;Paragominas;PA;-3.30486;-47.66311;Eucalyptus;2017;Gymnotiformes; Hypopomidae;Hypopygus;Hypopygus lepturus;1;15
HYS-12;Paragominas;PA;-3.27841;-47.62288;Pasture;2017;Gymnotiformes; Hypopomidae;Hypopygus;Hypopygus lepturus;1;106
HYJO4;Paragominas;PA;-3.20439;-47.74658;Pasture;2017;Gymnotiformes; Hypopomidae;Hypopygus;Hypopygus sp. (juvenil);1;1
HYL09;Paragominas;PA;-3.24427;-47.75556;Minning;2017;Gymnotiformes; Hypopomidae;Hypopygus;Hypopygus sp. (juvenil);1;1
HYL16;Paragominas;PA;-3.32948;-47.72747;Forest;2017;Gymnotiformes; Hypopomidae;Hypopygus;Hypopygus sp. (juvenil);1;1
HYQ03;Paragominas;PA;-3.17011;-47.70055;Eucalyptus;2017;Gymnotiformes; Hypopomidae;Hypopygus;Hypopygus sp. (juvenil);1;11
HYS-12;Paragominas;PA;-3.27841;-47.62288;Pasture;2017;Gymnotiformes; Hypopomidae;Hypopygus;Hypopygus sp. (juvenil);1;3
HYA10;Paragominas;PA;-3.25814;-47.76078;Pasture;2017;Characiformes;Iguanodectidae;Iguanodectes;Iguanodectes rachovii;1;21
HYH09;Paragominas;PA;-3.25358;-47.77569;Minning;2017;Characiformes;Iguanodectidae;Iguanodectes;Iguanodectes rachovii;1;1
HYH12;Paragominas;PA;-3.27678;-47.76617;Forest;2017;Characiformes;Iguanodectidae;Iguanodectes;Iguanodectes rachovii;1;3
HYI-10;Paragominas;PA;-3.25814;-47.76078;Minning;2017;Characiformes;Iguanodectidae;Iguanodectes;Iguanodectes rachovii;1;11
HYI06-1;Paragominas;PA;-3.22519;-47.75233;Forest;2017;Characiformes;Iguanodectidae;Iguanodectes;Iguanodectes rachovii;1;1
HYI09;Paragominas;PA;-3.24875;-47.72015;Minning;2017;Characiformes;Iguanodectidae;Iguanodectes;Iguanodectes rachovii;1;7
HYJO4;Paragominas;PA;-3.20439;-47.74658;Pasture;2017;Characiformes;Iguanodectidae;Iguanodectes;Iguanodectes rachovii;1;8
HYL09;Paragominas;PA;-3.24427;-47.75556;Minning;2017;Characiformes;Iguanodectidae;Iguanodectes;Iguanodectes rachovii;1;2
HYL16;Paragominas;PA;-3.32948;-47.72747;Forest;2017;Characiformes;Iguanodectidae;Iguanodectes;Iguanodectes rachovii;1;7
HYO05;Paragominas;PA;-3.20925;-47.67822;Pasture;2017;Characiformes;Iguanodectidae;Iguanodectes;Iguanodectes rachovii;1;29
HYP13;Paragominas;PA;-3.28298;-47.66307;Eucalyptus;2017;Characiformes;Iguanodectidae;Iguanodectes;Iguanodectes rachovii;1;14
